"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","1","ApiSuite","Тестирование апи метода GetAdminBanner: GET /banner","","","","Попытка получить список баннеров неавторизованным пользователем",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","29","","ApiSuite","","","","Тестирование апи метода DeleteBanner: DELETE /banner",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","1","ApiSuite","Тестирование апи метода UpdateBanner: PATCH /banner","","","","Попытка обновить баннер неавторизованным пользователем",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","57","ApiSuite","Тестирование апи метода DeleteFilterBanner: DELETE /filter_banner","","","","Успешное удаление баннера",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","8","ApiSuite","Тестирование апи метода UpdateBanner: PATCH /banner","","","","Успешное обновление баннеров с сохранением только трёх последних версий",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","0","ApiSuite","Тестирование апи метода DeleteFilterBanner: DELETE /filter_banner","","","","Попытка удалить баннер без параметров запроса",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","57","ApiSuite","Тестирование апи метода DeleteFilterBanner: DELETE /filter_banner","","","","Успешное удаление баннера по тэгу",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","2","ApiSuite","Тестирование апи метода GetAdminBanner: GET /banner","","","","Успешное получение списка баннеров при фильтре запрашивающем несуществующий баннер",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","46","","ApiSuite","","","","Тестирование апи метода CreateBanner: POST /banner",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","0","ApiSuite","Тестирование апи метода DeleteBanner: DELETE /banner","","","","Попытка удалить не существующий баннер",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","3","ApiSuite","Тестирование апи метода GetAdminBanner: GET /banner","","","","Успешное получение смещённого списка баннеров",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","7","ApiSuite","Тестирование апи метода GetAdminBanner: GET /banner","","","","Успешное получение списка баннеров",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","4","ApiSuite","Тестирование апи метода GetAdminBanner: GET /banner","","","","Успешное получение списка баннеров по тэгу",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","1","ApiSuite","Тестирование апи метода GetUserBanner: GET /user_banner","","","","Попытка получения баннера с некорректными параметрами запроса",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","1","ApiSuite","Тестирование апи метода DeleteFilterBanner: DELETE /filter_banner","","","","Попытка удалить не существующий баннер",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","0","ApiSuite","Тестирование апи метода DeleteFilterBanner: DELETE /filter_banner","","","","Попытка удалить баннер пользователя с неверными правами",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","0","ApiSuite","Тестирование апи метода CreateBanner: POST /banner","","","","Попытка создать баннер пользователя с неверными правами",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","0","ApiSuite","Тестирование апи метода GetUserBanner: GET /user_banner","","","","Попытка получения несуществующего баннера",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","0","ApiSuite","Тестирование апи метода CreateBanner: POST /banner","","","","Попытка создать баннер с неверным телом в запросе",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","0","ApiSuite","Тестирование апи метода GetUserBanner: GET /user_banner","","","","Попытка получения баннера с передачей не всех параметров запроса",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","1","ApiSuite","Тестирование апи метода UpdateBanner: PATCH /banner","","","","Попытка обновить баннер с неверным типом полей в теле запроса",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","43","","ApiSuite","","","","Тестирование апи метода GetAdminBanner: GET /banner",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","189","","ApiSuite","","","","Тестирование апи метода DeleteFilterBanner: DELETE /filter_banner",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","0","ApiSuite","Тестирование апи метода GetUserBanner: GET /user_banner","","","","Попытка получения баннера пользователя с неверными правами",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","1","ApiSuite","Тестирование апи метода GetUserBanner: GET /user_banner","","","","Успешное получение активного баннера",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","3","ApiSuite","Тестирование апи метода GetUserBanner: GET /user_banner","","","","Успешное получение активного баннера из кэша",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","2","ApiSuite","Тестирование апи метода GetUserBanner: GET /user_banner","","","","Успешное получение активного баннера с указанной версией",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","3","ApiSuite","Тестирование апи метода GetAdminBanner: GET /banner","","","","Успешное получение ограниченного списка баннеров по числу",""
"passed","Mon Jun 17 11:28:10 GMT 2024","Mon Jun 17 11:28:10 GMT 2024","42","","ApiSuite","","","","Тестирование апи метода GetUserBanner: GET /user_banner",""
